school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,passed,attendance_pct,attendance_zone,grade_progress,department,core_subject,semester,admission_type,hostel_status,backlog_count,guardian_call_required,risk_segment
GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,14,8,9,8,0,86,Eligible,1,CSBS,Operating Systems,Sem 1,Merit,Hosteller,1,Yes,High Risk
GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,3,3,2,2,4,2,11,11,12,1,98,Eligible,0,CSE,DBMS,Sem 3,Management,Hosteller,0,No,Low Risk
GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,1,3,2,1,1,1,4,14,15,15,1,96,Eligible,1,CSDS,Operating Systems,Sem 2,Entrance,Hosteller,0,No,Low Risk
GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,4,5,2,12,13,13,1,98,Eligible,1,CSDS,Programming,Sem 2,Entrance,Hosteller,0,No,Low Risk
GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,2,1,1,4,0,11,12,12,1,100,Eligible,1,IT,Operating Systems,Sem 3,Merit,Day Scholar,0,No,Low Risk
GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,3,4,12,12,12,1,96,Eligible,0,AI & ML,Programming,Sem 5,Entrance,Hosteller,0,No,Low Risk
GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,4,5,3,15,13,12,12,1,85,Eligible,-1,Food Tech,Programming,Sem 6,Lateral Entry,Hosteller,0,No,Low Risk
GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,1,1,4,0,13,13,13,1,100,Eligible,0,ECE,Machine Learning,Sem 2,Merit,Day Scholar,0,No,Low Risk
GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,2,4,5,10,12,11,11,1,90,Eligible,-1,AI & ML,Electronics,Sem 4,Entrance,Hosteller,0,No,Low Risk
GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,no,yes,no,no,yes,yes,no,no,5,2,1,1,2,3,6,12,11,11,1,94,Eligible,-1,Food Tech,Mathematics,Sem 2,Merit,Hosteller,0,No,Low Risk
GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,3,1,2,14,16,15,1,98,Eligible,2,CSDS,Operating Systems,Sem 6,Management,Hosteller,0,No,Low Risk
GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,3,4,5,2,4,1,16,11,9,10,1,84,Eligible,-2,EE,DBMS,Sem 5,Entrance,Day Scholar,0,Yes,Low Risk
GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2,0,no,yes,no,no,yes,yes,yes,no,3,2,4,2,4,4,10,10,10,10,1,90,Eligible,0,CSE,Programming,Sem 5,Lateral Entry,Hosteller,0,No,Low Risk
GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,no,yes,no,no,yes,yes,no,no,3,3,3,1,4,3,4,12,13,13,1,96,Eligible,1,IT,Electronics,Sem 4,Entrance,Day Scholar,0,No,Low Risk
GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,4,0,12,12,13,1,100,Eligible,0,CSE,Data Structures,Sem 2,Merit,Hosteller,0,No,Low Risk
GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,0,11,10,11,1,100,Eligible,-1,ME,Thermodynamics,Sem 5,Merit,Hosteller,0,No,Low Risk
GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,12,12,12,12,1,88,Eligible,0,ME,Machine Learning,Sem 6,Entrance,Day Scholar,0,No,Low Risk
GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,0,13,13,14,1,100,Eligible,0,AI & ML,Mathematics,Sem 3,Lateral Entry,Hosteller,0,No,Low Risk
GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,3,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,9,10,9,10,1,91,Eligible,-1,CSDS,Mechanics,Sem 1,Lateral Entry,Hosteller,3,Yes,Low Risk
GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,4,15,16,16,1,96,Eligible,1,CSDS,Machine Learning,Sem 1,Lateral Entry,Day Scholar,0,No,Low Risk
GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,4,8,8,8,0,96,Eligible,0,ECE,Data Structures,Sem 1,Merit,Day Scholar,0,Yes,High Risk
GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,2,17,18,17,1,98,Eligible,1,ECE,Thermodynamics,Sem 2,Entrance,Day Scholar,0,No,Low Risk
GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,3,3,0,10,11,11,1,100,Eligible,1,ECE,Data Structures,Sem 4,Management,Day Scholar,0,No,Low Risk
GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,3,2,4,5,3,2,9,10,11,1,98,Eligible,1,EE,Operating Systems,Sem 5,Merit,Day Scholar,0,No,Low Risk
GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,15,15,16,1,100,Eligible,0,CSBS,Programming,Sem 3,Lateral Entry,Hosteller,0,No,Low Risk
GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,14,12,12,1,100,Eligible,-2,Civil,Mathematics,Sem 6,Entrance,Day Scholar,0,No,Low Risk
GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,5,2,1,1,1,0,12,13,13,1,100,Eligible,1,CSBS,Food Processing,Sem 3,Lateral Entry,Hosteller,0,No,Low Risk
GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,0,13,13,13,1,100,Eligible,0,CSE,Programming,Sem 6,Management,Hosteller,0,No,Low Risk
GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,2,4,1,0,13,13,14,1,100,Eligible,0,CSBS,Food Processing,Sem 2,Lateral Entry,Hosteller,0,No,Low Risk
GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,3,4,2,1,1,5,2,9,9,9,0,98,Eligible,0,EE,Thermodynamics,Sem 1,Lateral Entry,Day Scholar,0,Yes,High Risk
GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,0,12,12,12,1,100,Eligible,0,CSE,Electronics,Sem 2,Management,Day Scholar,0,No,Low Risk
GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,0,no,no,no,yes,no,yes,yes,yes,4,4,2,5,5,4,0,16,16,16,1,100,Eligible,0,CSBS,Mechanics,Sem 4,Entrance,Hosteller,0,No,Low Risk
GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,4,9,10,10,1,96,Eligible,1,EE,DBMS,Sem 4,Merit,Day Scholar,0,No,Low Risk
GP,F,16,U,GT3,A,4,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,5,0,14,13,13,1,100,Eligible,-1,Civil,Programming,Sem 6,Entrance,Day Scholar,0,No,Low Risk
GP,F,18,U,LE3,A,2,4,services,other,course,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,18,10,10,10,1,82,Eligible,0,CSBS,Mathematics,Sem 5,Management,Day Scholar,1,Yes,Low Risk
GP,F,18,U,LE3,T,2,2,at_home,services,course,mother,1,2,1,no,yes,no,no,no,yes,yes,yes,5,3,1,1,1,5,16,9,8,10,1,84,Eligible,-1,EE,Data Structures,Sem 5,Lateral Entry,Day Scholar,1,Yes,Low Risk
GP,F,18,U,GT3,T,3,3,other,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4,1,1,1,1,3,14,8,7,7,0,86,Eligible,-1,ECE,Mathematics,Sem 6,Entrance,Hosteller,1,Yes,High Risk
GP,M,18,U,GT3,T,2,2,other,at_home,course,other,1,1,1,no,yes,no,yes,no,no,yes,yes,4,4,3,2,2,1,26,7,8,8,0,74,Second Chance,1,CSDS,Thermodynamics,Sem 4,Merit,Hosteller,1,Yes,High Risk
GP,M,17,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,4,2,1,1,2,5,6,10,8,9,0,94,Eligible,-2,ECE,Food Processing,Sem 4,Management,Day Scholar,0,Yes,High Risk
GP,F,17,U,GT3,T,3,2,other,other,course,father,1,2,0,no,no,no,yes,yes,yes,no,no,5,4,2,1,1,3,4,14,14,15,1,96,Eligible,0,CSDS,Data Structures,Sem 4,Entrance,Hosteller,0,No,Low Risk
GP,F,17,U,LE3,T,1,1,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,2,4,10,11,10,10,1,90,Eligible,-1,IT,DBMS,Sem 2,Merit,Day Scholar,0,No,Low Risk
GP,F,16,U,GT3,T,1,2,other,other,course,mother,1,1,0,no,no,no,no,yes,no,yes,no,5,3,5,1,2,5,4,12,11,11,1,96,Eligible,-1,IT,DBMS,Sem 4,Management,Day Scholar,0,No,Low Risk
GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,13,13,13,1,98,Eligible,0,IT,Programming,Sem 3,Merit,Hosteller,0,No,Low Risk
GP,F,17,R,LE3,A,1,4,other,other,course,other,4,1,1,no,yes,no,no,yes,yes,yes,no,5,5,4,1,1,5,14,9,9,8,0,86,Eligible,0,Civil,Thermodynamics,Sem 1,Management,Hosteller,1,Yes,High Risk
GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,0,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,16,8,7,8,0,84,Eligible,-1,ECE,Electronics,Sem 4,Lateral Entry,Hosteller,0,Yes,High Risk
GP,F,17,U,LE3,A,2,2,other,other,home,mother,1,1,1,no,yes,no,no,no,no,yes,no,3,1,2,1,1,1,8,11,9,10,1,92,Eligible,-2,CSDS,Thermodynamics,Sem 6,Entrance,Day Scholar,1,Yes,Low Risk
GP,F,17,R,LE3,T,1,1,at_home,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,3,5,4,15,14,15,1,96,Eligible,-1,EE,Food Processing,Sem 1,Merit,Hosteller,0,No,Low Risk
GP,F,17,U,LE3,A,4,2,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,1,4,4,15,14,14,1,96,Eligible,-1,CSE,Mathematics,Sem 2,Management,Day Scholar,0,No,Low Risk
GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,8,15,15,15,1,92,Eligible,0,EE,DBMS,Sem 6,Merit,Hosteller,0,No,Low Risk
GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,3,3,3,2,3,4,0,12,12,12,1,100,Eligible,0,CSE,Mathematics,Sem 1,Merit,Hosteller,0,No,Low Risk
GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,7,14,14,15,1,93,Eligible,0,ME,Mathematics,Sem 6,Entrance,Day Scholar,0,No,Low Risk
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,5,3,2,1,2,5,4,14,15,15,1,96,Eligible,1,EE,Mathematics,Sem 2,Lateral Entry,Day Scholar,0,No,Low Risk
GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,1,1,4,5,2,11,11,12,1,98,Eligible,0,CSBS,DBMS,Sem 3,Merit,Day Scholar,0,No,Low Risk
GP,M,17,R,GT3,T,1,1,other,other,home,father,2,3,0,no,no,no,no,no,yes,yes,yes,4,3,3,1,1,1,2,13,14,15,1,98,Eligible,1,CSBS,Machine Learning,Sem 2,Management,Day Scholar,0,No,Low Risk
GP,F,17,U,GT3,T,3,3,services,other,home,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,3,5,10,11,11,11,1,90,Eligible,0,AI & ML,Operating Systems,Sem 2,Management,Day Scholar,0,No,Low Risk
GP,F,17,U,GT3,T,1,1,at_home,other,course,mother,1,2,0,yes,no,no,no,no,yes,no,yes,4,3,2,1,1,4,10,10,9,10,1,90,Eligible,-1,ECE,Food Processing,Sem 6,Lateral Entry,Day Scholar,0,Yes,Low Risk
GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,0,no,yes,no,no,no,yes,yes,yes,4,4,4,1,1,3,10,12,10,11,1,90,Eligible,-2,CSE,Machine Learning,Sem 5,Management,Day Scholar,0,No,Low Risk
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,7,15,16,16,1,93,Eligible,1,CSE,Food Processing,Sem 4,Lateral Entry,Day Scholar,0,No,Low Risk
GP,F,17,U,GT3,T,1,1,other,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,5,4,11,10,11,1,96,Eligible,-1,ECE,Data Structures,Sem 4,Management,Hosteller,0,No,Low Risk
GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,2,9,12,13,1,98,Eligible,3,Civil,Thermodynamics,Sem 3,Entrance,Day Scholar,0,No,Low Risk
GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,12,7,8,5,0,88,Eligible,1,AI & ML,Thermodynamics,Sem 3,Merit,Day Scholar,3,Yes,High Risk
GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,10,9,10,1,92,Eligible,-1,Civil,Mechanics,Sem 4,Entrance,Hosteller,0,Yes,Low Risk
GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,3,2,2,4,5,0,11,12,11,1,100,Eligible,1,Civil,Thermodynamics,Sem 5,Merit,Day Scholar,0,No,Low Risk
GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,0,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,8,7,8,7,0,92,Eligible,1,Civil,DBMS,Sem 4,Merit,Hosteller,0,Yes,High Risk
GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,1,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,4,9,11,10,1,96,Eligible,2,ECE,Electronics,Sem 5,Merit,Hosteller,1,Yes,Low Risk
GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,2,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,7,8,6,0,96,Eligible,1,Civil,Programming,Sem 3,Entrance,Day Scholar,2,Yes,High Risk
GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,2,14,13,12,1,98,Eligible,-1,CSBS,Mechanics,Sem 1,Merit,Hosteller,0,No,Low Risk
GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,12,12,13,1,100,Eligible,0,IT,Programming,Sem 6,Entrance,Day Scholar,0,No,Low Risk
GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,0,9,10,10,1,100,Eligible,1,ME,Food Processing,Sem 3,Lateral Entry,Hosteller,1,Yes,Low Risk
GP,F,18,U,LE3,A,2,1,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,4,3,4,1,3,5,2,12,12,13,1,98,Eligible,0,CSE,Programming,Sem 3,Management,Hosteller,0,No,Low Risk
GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,1,4,2,14,15,17,1,98,Eligible,1,CSE,Programming,Sem 2,Management,Hosteller,0,No,Low Risk
GP,F,19,U,GT3,T,2,2,services,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,0,10,10,11,1,100,Eligible,0,ME,Mechanics,Sem 2,Merit,Day Scholar,0,No,Low Risk
GP,M,18,U,LE3,T,2,1,services,other,course,mother,3,2,1,no,no,no,yes,no,no,yes,no,4,4,5,4,4,5,4,11,10,11,1,96,Eligible,-1,ECE,Data Structures,Sem 2,Entrance,Day Scholar,1,Yes,Low Risk
GP,F,17,R,GT3,T,4,2,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,5,2,11,12,14,1,98,Eligible,1,EE,Mathematics,Sem 6,Management,Hosteller,0,No,Low Risk
GP,F,18,U,LE3,T,1,1,other,at_home,home,mother,1,3,0,no,yes,no,no,no,yes,no,no,4,4,3,2,3,3,4,11,12,14,1,96,Eligible,1,ECE,Thermodynamics,Sem 2,Entrance,Hosteller,0,No,Low Risk
GP,F,18,R,GT3,T,2,2,other,other,home,mother,1,2,0,yes,no,no,no,yes,yes,no,no,3,2,3,1,1,5,4,11,11,13,1,96,Eligible,0,CSE,Thermodynamics,Sem 5,Entrance,Day Scholar,0,No,Low Risk
GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,4,11,13,14,1,96,Eligible,2,CSE,DBMS,Sem 4,Merit,Day Scholar,0,No,Low Risk
GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,2,16,16,16,1,98,Eligible,0,ME,Mechanics,Sem 1,Management,Hosteller,0,No,Low Risk
GP,M,17,R,GT3,T,2,2,other,services,other,mother,2,1,0,no,no,no,no,no,no,no,no,5,2,2,1,1,4,0,9,10,10,1,100,Eligible,1,Civil,DBMS,Sem 3,Merit,Hosteller,0,No,Low Risk
GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0,no,no,no,yes,yes,yes,yes,yes,3,4,1,1,1,2,2,10,11,12,1,98,Eligible,1,ECE,Electronics,Sem 5,Merit,Day Scholar,0,No,Low Risk
GP,F,20,R,GT3,T,2,1,other,other,course,other,2,2,0,no,yes,yes,yes,yes,no,yes,yes,1,2,3,1,2,2,8,10,12,12,1,92,Eligible,2,CSDS,Electronics,Sem 1,Management,Day Scholar,0,No,Low Risk
GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,3,1,2,1,3,2,2,15,15,15,1,98,Eligible,0,ME,DBMS,Sem 5,Management,Day Scholar,0,No,Low Risk
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,3,2,10,10,11,1,98,Eligible,0,CSBS,Mechanics,Sem 5,Lateral Entry,Day Scholar,0,No,Low Risk
GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,2,10,11,12,1,98,Eligible,1,CSE,DBMS,Sem 3,Lateral Entry,Day Scholar,0,No,Low Risk
GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,2,15,12,13,1,98,Eligible,-3,ME,Thermodynamics,Sem 4,Entrance,Hosteller,0,No,Low Risk
GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,11,12,13,1,100,Eligible,1,ECE,Machine Learning,Sem 2,Management,Day Scholar,0,No,Low Risk
GP,M,17,U,GT3,T,2,2,other,other,home,father,2,1,0,no,no,no,no,yes,no,yes,no,4,4,4,2,3,4,8,8,8,9,0,92,Eligible,0,CSE,Operating Systems,Sem 6,Lateral Entry,Hosteller,0,Yes,High Risk
GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,3,4,1,6,15,16,16,1,94,Eligible,1,EE,Programming,Sem 4,Entrance,Day Scholar,0,No,Low Risk
GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,0,11,11,14,1,100,Eligible,0,ME,Operating Systems,Sem 6,Entrance,Hosteller,0,No,Low Risk
GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,3,4,2,2,4,8,10,11,12,1,92,Eligible,1,AI & ML,Mechanics,Sem 3,Entrance,Day Scholar,0,No,Low Risk
GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,3,5,4,10,12,14,1,96,Eligible,2,CSE,Operating Systems,Sem 3,Lateral Entry,Day Scholar,0,No,Low Risk
GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,12,8,9,10,1,88,Eligible,1,ECE,Electronics,Sem 3,Management,Hosteller,0,Yes,Low Risk
GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,3,3,5,16,11,12,12,1,84,Eligible,1,IT,Food Processing,Sem 1,Merit,Hosteller,0,No,Low Risk
GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,no,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,10,16,16,16,1,90,Eligible,0,CSDS,Programming,Sem 6,Entrance,Day Scholar,0,No,Low Risk
GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,no,no,no,yes,no,no,4,4,3,1,1,3,2,13,13,13,1,98,Eligible,0,Food Tech,Mathematics,Sem 4,Lateral Entry,Day Scholar,0,No,Low Risk
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no,yes,no,yes,no,yes,no,yes,3,5,2,2,2,1,2,16,17,18,1,98,Eligible,1,Civil,Mechanics,Sem 4,Lateral Entry,Day Scholar,0,No,Low Risk
GP,F,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,5,1,2,1,8,14,14,15,1,92,Eligible,0,Food Tech,Programming,Sem 5,Merit,Day Scholar,0,No,Low Risk
GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,1,6,15,16,16,1,94,Eligible,1,ECE,Operating Systems,Sem 5,Merit,Day Scholar,0,No,Low Risk
GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,yes,yes,no,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12,1,94,Eligible,0,CSBS,Electronics,Sem 5,Lateral Entry,Hosteller,0,No,Low Risk
GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,15,12,9,10,1,85,Eligible,-3,CSBS,Data Structures,Sem 3,Management,Hosteller,0,Yes,Low Risk
GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,3,2,4,1,4,3,6,11,12,12,1,94,Eligible,1,IT,Machine Learning,Sem 4,Merit,Day Scholar,0,No,Low Risk
GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,2,14,12,13,1,98,Eligible,-2,Civil,Mathematics,Sem 6,Lateral Entry,Hosteller,1,Yes,Low Risk
GP,F,17,U,GT3,T,2,2,other,services,reputation,father,3,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,3,1,1,1,8,13,15,15,1,92,Eligible,2,AI & ML,Machine Learning,Sem 3,Merit,Hosteller,0,No,Low Risk
GP,F,19,R,GT3,T,3,2,services,services,reputation,father,1,2,1,yes,yes,no,no,yes,no,yes,no,3,3,3,4,3,3,0,9,8,10,1,100,Eligible,-1,IT,Programming,Sem 1,Management,Hosteller,1,Yes,Low Risk
GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,2,1,0,10,10,10,1,100,Eligible,0,Food Tech,Electronics,Sem 5,Entrance,Day Scholar,0,No,Low Risk
GP,M,18,U,GT3,T,1,2,at_home,other,home,other,2,1,0,no,no,no,no,no,no,yes,no,3,4,4,2,4,4,10,10,10,11,1,90,Eligible,0,IT,Electronics,Sem 3,Merit,Hosteller,0,No,Low Risk
GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,5,4,2,4,5,22,11,11,10,1,78,Eligible,0,Food Tech,Operating Systems,Sem 3,Management,Day Scholar,0,No,Low Risk
GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,18,13,13,13,1,82,Eligible,0,CSE,Thermodynamics,Sem 1,Lateral Entry,Hosteller,0,No,Low Risk
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,no,yes,no,yes,yes,yes,no,no,5,2,2,1,1,3,2,17,17,18,1,98,Eligible,0,CSBS,Operating Systems,Sem 2,Merit,Day Scholar,0,No,Low Risk
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,0,12,13,13,1,100,Eligible,1,CSE,Thermodynamics,Sem 4,Merit,Hosteller,0,No,Low Risk
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,12,12,12,14,1,88,Eligible,0,CSDS,Thermodynamics,Sem 6,Lateral Entry,Day Scholar,0,No,Low Risk
